overs,comment
8.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Nazmul Islam to Rahul, 1 run, right in between cover running back and sweeper coming in. KL survives. He charged the bowler and was beaten in flight, he too like Dhawan tries to go across the line, <b>the leading edge falls safely</b></p>"
8.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Nazmul Islam to Rohit, 1 run, full on off, wristed to long-on</p>"
8.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Nazmul Islam to Rohit, no run, tossed up on middle, forward and pushed to short cover</p>"
7.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Rohit, 1 run, shortish outside off, Rohit slashes hard and in the air, wide of backward point, third man gets the body behind the ball and keeps the duo to just one</p>"
7.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Rohit, no run, lazy waft from Rohit. Length delivery outside off, he wanted to deflect it to third man. Missed. So easily could've edged it</p>"
7.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Rahul, 1 run, <b>Mehidy again and he misses!</b> From backward point even as Rohit had given up. Pushed off the front foot to the right of Mehidy who did really well to come up with the ball as he got up, had time to line it up, but misses. <b>Huge huge moment in the game</b></p>"
7.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Rahul, 2 runs, nice back foot punch with an open bat face, wide of the diving backward point fielder, third man gets across to cut off the boundary, Rahul used the depth of the crease to good effect there</p>"
7.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Rohit, 1 run, misfield from Liton Das at cover and that won't please the bowler. Straightforward stop and he fumbles to let Rohit get off strike</p>"
7.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Rohit, no run, went for the attempted yorker, turned out to be a low full-toss, clipped to mid-wicket inside the ring. Swung in the air</p>"
6.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rohit, 1 run, shortish on off, Rohit easily punches it to long-on</p>"
6.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rohit, no run, that gripped off the pitch, nearly squared Rohit up on the back foot, but didn't turn square to cause problems, Rohit defends to backward point</p>"
6.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rohit, 2 runs, floated up outside off, too much air, attempting to lure Rohit into the big hit, instead the Mumbaikar square-drives with elan behind backward point for two more. Hit all along the ground</p>"
6.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rahul, 1 run, uses his feet and gets a thick inside edge on the forward defence, but short fine is deep, so they take a single</p>"
6.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rahul, <b>SIX</b>, too short, second time that Shakib has gone for a six against the short ball, Rahul rocks back and thumps a flat six over deep mid. That skimmed over the fielder's head</p>"
6.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rohit, 1 run, slower and shortish outside off, Rohit punches off the back foot to long-on</p>"
5.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Mustafizur to Rohit, 1 run, short of length into the hips, turned through mid-wicket for a run</p>"
5.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Mustafizur to Rohit, no run, another free-flowing drive but finds cover. Such timing from Rohit</p>"
5.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Mustafizur to Rohit, 2 runs, leans and drives this overpitched delivery outside off gloriously through the covers. Easy two by the time sweeper gets across</p>"
5.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Mustafizur to Rohit, no run, direct hit from the sub Ariful Haque would've been interesting? No. The throw is well wide and Rohit dives back in. He dabbed this to the left of short third, wanted a quick single but Rahul sent him back in time</p>"
5.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Mustafizur to Rohit, <b>FOUR</b>, finesse. We saw that from Mahmudullah earlier on, this shot is even better. More classier. Width outside off, Rohit opens the face of the bat and steers it right between backward point and short third. Mehidy dived but to no avail</p>"
5.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Mustafizur to Rahul, 1 run, short of length and angling in from round the wicket, Rahul defends with soft hands in front of backward point, Rohit gets across for the quick single</p>"
4.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Nazmul Islam to Rohit, no run, sliding down, nudged behind square</p>"
4.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Nazmul Islam to Rohit, no run, tossed up outside off, driven straight to the fielder at extra-cover</p>"
4.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Nazmul Islam to Rohit, <b>SIX</b>, that is big. Nazmul Islam watches the ball fly over long-off. Stayed back, launched the tossed up delivery on off for a big six. Remember these aren't small boundaries here at the Premadasa</p>"
4.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Nazmul Islam to Rohit, <b>FOUR</b>, one ball from Nazmul Islam is enough for Rohit even as the crowd chant his name. Even the Sri Lankans rooting for him. Not a surprise. Coming back to the shot, he used his feet and then made room slightly to open his body up, ensured he got it over mid-off inside the ring</p>"
4.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Nazmul Islam to Rohit, no run, hint of turn, from a fuller length, Rohit defends watchfully to backward point</p>"
4.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Nazmul Islam to Rahul, 1 run, uses his feet, gets too close to the pitch of the ball, but squeezes it out to mid-on. Quick single completed</p>"
3.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Rahul, 1 run, short of length and angling in, worked away through mid-wicket, there was confusion between the duo, but no harm done in the end</p>"
3.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Rahul, <b>FOUR</b>, Rahul is off the mark in superb fashion. Sees the short and wide delivery outside off, carves it off the back foot, a slashing cut and nearly all the way, one bounce over the ropes at sweeper cover. Too much width and KL latched on</p>"
3.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Rahul, no run, pacy short of length delivery on off, calmly defended back down the track. Bang on the money is Rubel</p>"
3.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Raina, <b>out</b> Caught by Rahim!! Rahim is confident, so confident that he has taken the review. Called a wide. But he convinces Shakib and they take it. <b>Looks to be a bottom edge</b>. UltraEdge confirms the same. Raina goes for a blob. Big wicket. Full marks to Rahim for spotting the tiny edge. Raina looked to flamingo-pull that, with one leg off the ground but could only feather a snick behind. Rahim dived to his right to grab that and when the umpire didn't give it out, was perplexed. Bangladesh hit back with two quick wickets. <b>Raina c Rahim b Rubel 0(3)</b></p>"
3.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Raina, no run, beaten for pace. Right through Raina as he advanced and swung, Rubel followed Raina and the ball goes past the inside edge</p>"
3.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Rubel to Raina, no run, short of length on the pads, Raina tucks it to mid-wicket</p>"
2.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rohit, no run, tossed up outside off, driven straight to the fielder at extra-cover. Didn't hit the gap</p>"
2.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rohit, no run, short and wide outside off, Rohit cuts straight to the fielder at cover-point, there's a fumble, runs, but sent back in time by Raina</p>"
2.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Dhawan, <b>out</b> Caught by (sub)A Haque!! Leading edge and taken. Bangladesh needed that. Beaten in flight was Dhawan as he advanced, but decided to go through the shot, problem was he was looking to go across the line, leading edge is smartly held at mid-off by the sub running to his right and tumbling to take it. <b>Dhawan c (sub)A Haque b Shakib 10(7) [6s-1]</b></p>"
2.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rohit, 1 run, sliding on, into the pads, worked away behind square</p>"
2.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Dhawan, 1 run, wrists it to mid-on to take the single</p>"
2.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Dhawan, <b>SIX</b>, now Dhawan gets into the act. Rank long hop, Dhawan murders the pull off the back foot, was waiting for it on the back foot and over deep square leg, India off to a flier</p>"
1.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Mehidy Hasan to Rohit, no run, faster and sliding straight on, pushed back watchfully to the bowler</p>"
1.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Mehidy Hasan to Rohit, <b>SIX</b>, that is a monster. Rohit is in the mood today. Just the look on his face says it all. He is determined as ever. Uses his feet and lofts the tossed up delivery over wide long-on. The bowler and the fielders could just see the trajectory of the ball as it sailed over their heads</p>"
1.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Mehidy Hasan to Rohit, <b>FOUR</b>, predictably the length is shortened, Rohit is an experienced campaigner, sits back and pulls hard and wide of the diving backward square fielder inside the ring. 10 off 2</p>"
1.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Mehidy Hasan to Rohit, <b>SIX</b>, tonked over cow corner. Sees the flight on that, doesn't hold back, biffs it with all power and off she goes</p>"
1.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Mehidy Hasan to Dhawan, 1 run, good bowling. Dhawan had to adjust his shot, wide of the crease and angled in, Dhawan was looking for the sweep, but it skidded on, Dhawan works it in front of him and off they go</p>"
1.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Mehidy Hasan to Dhawan, no run, tossed up from round the wicket, on off, Dhawan pushes it to cover-point and wants a quick single, nothing doing from Rohit</p>"
0.6,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rohit, no run, fired in full, around off, driven straight to the fielder at extra-cover</p>"
0.5,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Dhawan, 1 run, brilliant running between the wickets from both batsmen, Dhawan used his feet and nudged it to short fine, Rohit was backing up a long way and made it easily</p>"
0.4,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rohit, 1 run, hurries off the pitch, Rohit works it off the back foot through mid-wicket</p>"
0.3,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rohit, <b>FOUR</b>, Rohit is off the mark in grand style. Down the track and lofts cleanly over mid-on. Got to the pitch and didn't hold back</p>"
0.2,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Rohit, no run, slower and tossed up on off, Rohit's feet didn't move as he stood beside the line of the ball, inside edge onto the pad and it dribbles away</p>"
0.1,"<p class=""cb-col cb-col-90 cb-com-ln"">Shakib to Dhawan, 1 run, Rahim shouts encouraging words to Shakib as Dhawan flicks uppishly from middle through mid-wicket. May have been the seam-up ball first up for it swung in</p>"
19.6,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Mehidy Hasan, 2 runs, again down the track, but the length is shorter, Mehidy Hasan slaps it wide of Vijay Shankar and they come back easily for the second. <b>Bangladesh end with 166 with 84 coming off the last 8 overs</b></p>"
19.5,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Mehidy Hasan, 2 runs, uses his feet and drives well, to the right of sweeper cover. They take two</p>"
19.4,"<p class=""cb-col cb-col-90 cb-com-ln"">SN Thakur to Mehidy Hasan, <b>FOUR</b>, these knuckle balls are going for runs. Right between backward point and short third, Mehidy Hasan threw his bat at that, even though it came off the toe of the bat, importantly for Bangladesh it was in the gap</p>"
